STORE_KEY,STORE_NUMBER,ROW_EFFECTIVE_TIMESTAMP,ROW_EXPIRATION_TIMESTAMP,STORE_NAME,STORE_TYPE_CODE,STORE_TYPE_NAME,OPEN_DATE,CLOSE_DATE,CITY_NAME,STATE_CODE,STATE_NAME,COUNTRY_CODE,COUNTRY_NAME,TIME_ZONE_NAME,DMA_ID,DMA_NAME,ROYALTY_RATE,STORE_STATUS,REGION_ID,REGION_NAME,PRIOR_STORE_NUMBER,STORE_LIVE_DATE,STORE_FUNCTIONAL_STATUS,GLOBAL_REGION_NAME,GLOBAL_REGION_STORE_TYPE_NAME,AREA_REGION,DISPATCH_GO_LIVE_DATE,DOOR_DASH_GO_LIVE_DATE,DOOR_DASH_MARKUP_GO_LIVE_DATE,STORE_CONCEPT_NAME,UBER_EATS_MARKUP_DATE,EDW_CREATE_TIMESTAMP,EDW_MODIFY_TIMESTAMP
1691,869,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,CA869,Fran,Franchise,4/8/2015,12/31/1999,BERMUDA DUNES,CA,California,USA,,Pacific,804,PALM SPRINGS,,Active,4,West,,4/8/2015,Operational,Domestic,DomesticFranchise,PALM SPRINGS,11/13/2019,11/13/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1698,876,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,MS876,Fran,Franchise,1/17/2015,12/31/1999,OLIVE BRANCH,MS,Mississippi,USA,,Central,640,MEMPHIS,,Active,2,Southeast,,1/17/2015,Operational,Domestic,DomesticFranchise,MEMPHIS,12/11/2019,12/11/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1707,885,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,AZ885,Fran,Franchise,3/30/2015,12/31/1999,Phoenix,AZ,Arizona,USA,,Mountain (DST not observed),753,PHOENIX (PRESCOTT),,Active,1,Southwest,,3/30/2015,Operational,Domestic,DomesticFranchise,PHOENIX (PRESCOTT),2/27/2019,2/27/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1708,886,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,AZ886,Fran,Franchise,5/26/2015,12/31/1999,GLENDALE,AZ,Arizona,USA,,Mountain (DST not observed),753,PHOENIX (PRESCOTT),,Active,1,Southwest,,5/26/2015,Operational,Domestic,DomesticFranchise,PHOENIX (PRESCOTT),2/27/2019,2/27/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1717,895,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,CA895,Fran,Franchise,5/29/2015,12/31/1999,San Jose,CA,California,USA,,Pacific,807,SAN FRANCISCO-OAK-SAN JOSE,,Active,4,West,,5/29/2015,Operational,Domestic,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,4/11/2019,6/7/2015,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1721,899,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,OK899,Fran,Franchise,6/5/2015,12/31/1999,OKLAHOMA CITY,OK,Oklahoma,USA,,Central,650,OKLAHOMA CITY,,Active,1,Southwest,,6/5/2015,Operational,Domestic,DomesticFranchise,OKLAHOMA CITY,11/13/2019,11/13/2019,9/27/2020,Original,6/5/2015,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1791,1010,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TN1010,Fran,Franchise,11/19/2015,12/31/1999,KNOXVILLE,TN,Tennessee,USA,,Eastern,557,KNOXVILLE,,Active,2,Southeast,,11/19/2015,Operational,Domestic,DomesticFranchise,KNOXVILLE,12/11/2019,12/11/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1799,1018,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,ID1018,Fran,Franchise,6/24/2015,12/31/1999,MERIDIAN,ID,Idaho,USA,,Mountain,757,BOISE,,Active,4,West,,6/24/2015,Operational,Domestic,DomesticFranchise,BOISE,10/16/2019,5/10/2018,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1815,1034,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,CA1034,Fran,Franchise,6/12/2015,12/31/1999,MENIFEE,CA,California,USA,,Pacific,803,LOS ANGELES,,Active,4,West,,6/12/2015,Operational,Domestic,DomesticFranchise,LOS ANGELES,10/31/2018,10/31/2018,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1817,1036,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,KS1036,Fran,Franchise,1/4/2016,12/31/1999,LAWRENCE,KS,Kansas,USA,,Central,616,KANSAS CITY,,Active,1,Southwest,,1/4/2016,Operational,Domestic,DomesticFranchise,KANSAS CITY,3/6/2019,3/6/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1819,1038,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,NM1038,Fran,Franchise,12/9/2015,12/31/1999,FARMINGTON,NM,New Mexico,USA,,Mountain,790,ALBUQUERQUE-SANTA FE,,Active,1,Southwest,,12/9/2015,Operational,Domestic,DomesticFranchise,ALBUQUERQUE-SANTA FE,8/28/2019,8/28/2019,9/27/2020,Original,12/9/2015,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1830,1049,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TN1049,Fran,Franchise,11/24/2015,12/31/1999,CLARKSVILLE,TN,Tennessee,USA,,Central,659,NASHVILLE,,Active,2,Southeast,,11/24/2015,Operational,Domestic,DomesticFranchise,NASHVILLE,11/13/2019,11/13/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1843,1062,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,VA1062,Fran,Franchise,10/14/2015,12/31/1999,CHESAPEAKE,VA,Virginia,USA,,Eastern,544,NORFOLK-PORTSMTH-NEWPT NWS,,Active,2,Southeast,,10/14/2015,Operational,Domestic,DomesticFranchise,NORFOLK-PORTSMTH-NEWPT NWS,11/13/2019,11/13/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1851,1070,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,AZ1070,Fran,Franchise,12/28/2015,12/31/1999,PHOENIX,AZ,Arizona,USA,,Mountain (DST not observed),753,PHOENIX (PRESCOTT),,Active,1,Southwest,,12/28/2015,Operational,Domestic,DomesticFranchise,PHOENIX (PRESCOTT),2/27/2019,2/27/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1026,203,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX203,Fran,Franchise,1/3/2005,12/31/1999,MANSFIELD,TX,Texas,USA,,Central,623,DALLAS-FT. WORTH,,Active,1,Southwest,,1/3/2005,Operational,Domestic,DomesticFranchise,DALLAS-FT. WORTH,4/17/2019,4/17/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1027,204,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,CO204,Fran,Franchise,1/10/2005,12/31/1999,AURORA,CO,Colorado,USA,,Mountain,751,DENVER,,Active,4,West,,1/10/2005,Operational,Domestic,DomesticFranchise,DENVER,9/26/2018,9/26/2018,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1029,206,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,NC206,Fran,Franchise,1/15/2005,12/31/1999,DURHAM,NC,North Carolina,USA,,Eastern,560,RALEIGH-DURHAM (FAYETVLLE),,Active,2,Southeast,,1/15/2005,Operational,Domestic,DomesticFranchise,RALEIGH-DURHAM (FAYETVLLE),8/28/2019,8/28/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1030,207,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX207,Fran,Franchise,1/20/2005,12/31/1999,SUGAR LAND,TX,Texas,USA,,Central,618,HOUSTON,,Active,1,Southwest,,1/20/2005,Operational,Domestic,DomesticFranchise,HOUSTON,11/28/2018,11/1/2015,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1035,212,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,AR212,Fran,Franchise,2/2/2005,12/31/1999,BENTONVILLE,AR,Arkansas,USA,,Central,670,FT. SMITH-FAY-SPRNGDL-RGRS,,Active,2,Southeast,,2/2/2005,Operational,Domestic,DomesticFranchise,FT. SMITH-FAY-SPRNGDL-RGRS,12/11/2019,12/11/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1855,1074,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,CA1074,Fran,Franchise,3/9/2016,12/31/1999,FONTANA,CA,California,USA,,Pacific,803,LOS ANGELES,,Active,4,West,,3/9/2016,Operational,Domestic,DomesticFranchise,LOS ANGELES,10/31/2018,10/31/2018,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1862,1081,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,CA1081,Fran,Franchise,1/17/2016,12/31/1999,POMONA,CA,California,USA,,Pacific,803,LOS ANGELES,,Active,4,West,,1/17/2016,Operational,Domestic,DomesticFranchise,LOS ANGELES,11/14/2018,11/14/2018,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1042,219,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,AZ219,Fran,Franchise,3/3/2005,12/31/1999,TUCSON,AZ,Arizona,USA,,Mountain (DST not observed),789,TUCSON (SIERRA VISTA),,Active,1,Southwest,,3/3/2005,Operational,Domestic,DomesticFranchise,TUCSON (SIERRA VISTA),2/27/2019,2/27/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1044,221,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,CA221,Fran,Franchise,3/9/2005,12/31/1999,OAKLAND,CA,California,USA,,Pacific,807,SAN FRANCISCO-OAK-SAN JOSE,,Active,4,West,,3/9/2005,Operational,Domestic,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,3/28/2019,3/28/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1046,223,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX223,Fran,Franchise,3/18/2005,12/31/1999,FLOWER MOUND,TX,Texas,USA,,Central,623,DALLAS-FT. WORTH,,Active,1,Southwest,,3/18/2005,Operational,Domestic,DomesticFranchise,DALLAS-FT. WORTH,4/17/2019,4/17/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1048,225,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,AR225,Fran,Franchise,4/18/2005,12/31/1999,NORTH LITTLE ROCK,AR,Arkansas,USA,,Central,693,LITTLE ROCK-PINE BLUFF,,Active,2,Southeast,,4/18/2005,Operational,Domestic,DomesticFranchise,LITTLE ROCK-PINE BLUFF,12/11/2019,12/11/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1867,1086,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,CA1086,Fran,Franchise,4/18/2016,12/31/1999,ESCONDIDO,CA,California,USA,,Pacific,825,SAN DIEGO,,Active,4,West,,4/18/2016,Operational,Domestic,DomesticFranchise,SAN DIEGO,3/20/2019,3/20/2019,9/27/2020,Original,4/18/2016,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1871,1090,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,AZ1090,Fran,Franchise,2/8/2016,12/31/1999,PHOENIX,AZ,Arizona,USA,,Mountain (DST not observed),753,PHOENIX (PRESCOTT),,Active,1,Southwest,,2/8/2016,Operational,Domestic,DomesticFranchise,PHOENIX (PRESCOTT),2/27/2019,2/27/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1874,1093,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,ID1093,Fran,Franchise,4/13/2016,12/31/1999,NAMPA,ID,Idaho,USA,,Mountain,757,BOISE,,Active,4,West,,4/13/2016,Operational,Domestic,DomesticFranchise,BOISE,10/16/2019,5/19/2018,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1875,1094,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,AZ1094,Fran,Franchise,6/13/2016,12/31/1999,TEMPE,AZ,Arizona,USA,,Mountain (DST not observed),753,PHOENIX (PRESCOTT),,Active,1,Southwest,,6/13/2016,Operational,Domestic,DomesticFranchise,PHOENIX (PRESCOTT),2/27/2019,2/27/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1876,1095,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,OK1095,Fran,Franchise,12/22/2015,12/31/1999,LAWTON,OK,Oklahoma,USA,,Central,627,WICHITA FALLS & LAWTON,,Active,1,Southwest,,12/22/2015,Operational,Domestic,DomesticFranchise,WICHITA FALLS & LAWTON,11/13/2019,11/13/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1052,229,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX229,Fran,Franchise,5/28/2005,12/31/1999,CONROE,TX,Texas,USA,,Central,618,HOUSTON,,Active,1,Southwest,,5/28/2005,Operational,Domestic,DomesticFranchise,HOUSTON,12/5/2018,12/5/2018,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1053,230,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,AZ230,Fran,Franchise,6/3/2005,12/31/1999,GLENDALE,AZ,Arizona,USA,,Mountain (DST not observed),753,PHOENIX (PRESCOTT),,Active,1,Southwest,,6/3/2005,Operational,Domestic,DomesticFranchise,PHOENIX (PRESCOTT),2/27/2019,2/27/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1055,232,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX232,Fran,Franchise,6/3/2005,12/31/1999,DALLAS,TX,Texas,USA,,Central,623,DALLAS-FT. WORTH,,Active,1,Southwest,,6/3/2005,Operational,Domestic,DomesticFranchise,DALLAS-FT. WORTH,4/17/2019,4/17/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1062,239,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,AR239,Fran,Franchise,8/4/2005,12/31/1999,PINE BLUFF,AR,Arkansas,USA,,Central,693,LITTLE ROCK-PINE BLUFF,,Active,2,Southeast,,8/4/2005,Operational,Domestic,DomesticFranchise,LITTLE ROCK-PINE BLUFF,12/11/2019,12/11/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1884,1103,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX1103,Fran,Franchise,1/3/2016,12/31/1999,ALVIN,TX,Texas,USA,,Central,618,HOUSTON,,Active,1,Southwest,,1/3/2016,Operational,Domestic,DomesticFranchise,HOUSTON,9/18/2019,9/18/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1889,1108,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,MD1108,Fran,Franchise,6/29/2016,12/31/1999,BALTIMORE,MD,Maryland,USA,,Eastern,512,BALTIMORE,,Active,2,Southeast,,6/29/2016,Operational,Domestic,DomesticFranchise,Baltimore,8/28/2019,8/28/2019,9/27/2020,Original,6/29/2016,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1068,245,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX245,Fran,Franchise,9/8/2005,12/31/1999,WAXAHACHIE,TX,Texas,USA,,Central,623,DALLAS-FT. WORTH,,Active,1,Southwest,,9/8/2005,Operational,Domestic,DomesticFranchise,DALLAS-FT. WORTH,4/17/2019,4/17/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1892,1111,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,AZ1111,Fran,Franchise,5/30/2016,12/31/1999,BUCKEYE,AZ,Arizona,USA,,Mountain (DST not observed),753,PHOENIX (PRESCOTT),,Active,1,Southwest,,5/30/2016,Operational,Domestic,DomesticFranchise,PHOENIX (PRESCOTT),2/27/2019,2/27/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1894,1113,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,CA1113,Fran,Franchise,8/25/2016,12/31/1999,CHULA VISTA,CA,California,USA,,Pacific,825,SAN DIEGO,,Active,4,West,,8/25/2016,Operational,Domestic,DomesticFranchise,SAN DIEGO,3/20/2019,3/20/2019,9/27/2020,Original,8/25/2016,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1080,257,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,KY257,Fran,Franchise,11/9/2005,12/31/1999,PADUCAH,KY,Kentucky,USA,,Central,632,PADUCAH-CAPE GIRARD-HARSBG,,Active,2,Southeast,,11/9/2005,Operational,Domestic,DomesticFranchise,PADUCAH-CAPE GIRARD-HARSBG,11/13/2019,11/13/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1094,271,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,AZ271,Fran,Franchise,10/27/2006,12/31/1999,PHOENIX,AZ,Arizona,USA,,Mountain (DST not observed),753,PHOENIX (PRESCOTT),,Active,1,Southwest,,10/27/2006,Operational,Domestic,DomesticFranchise,PHOENIX (PRESCOTT),2/27/2019,2/27/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
118,1809,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,AL1809,Fran,Franchise,2/22/2021,12/31/1999,Bessemer,AL,Alabama,USA,,Eastern,630,BIRMINGHAM (ANN AND TUSC),,Active,2,Southeast,,2/22/2021,Operational,Domestic,DomesticFranchise,BIRMINGHAM (ANN AND TUSC),2/22/2021,2/22/2021,2/22/2021,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1804,1023,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX1023,Fran,Franchise,8/21/2015,12/31/1999,RICHMOND,TX,Texas,USA,,Central,618,HOUSTON,,Active,1,Southwest,,8/21/2015,Operational,Domestic,DomesticFranchise,HOUSTON,11/28/2018,11/28/2018,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1034,211,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX211,Fran,Franchise,1/25/2005,12/31/1999,MIDLAND,TX,Texas,USA,,Central,633,ODESSA-MIDLAND,,Active,1,Southwest,,1/25/2005,Operational,Domestic,DomesticFranchise,ODESSA-MIDLAND,11/13/2019,11/13/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1863,1082,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,KY1082,Fran,Franchise,12/15/2015,12/31/1999,BOWLING GREEN,KY,Kentucky,USA,,Central,736,BOWLING GREEN,,Active,2,Southeast,,12/15/2015,Operational,Domestic,DomesticFranchise,BOWLING GREEN,12/11/2019,12/11/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
999,176,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX176,Fran,Franchise,6/23/2004,12/31/1999,SAN ANTONIO,TX,Texas,USA,,Central,641,SAN ANTONIO,,Active,1,Southwest,,6/23/2004,Operational,Domestic,DomesticFranchise,SAN ANTONIO,5/8/2019,5/8/2019,9/27/2020,Original,6/23/2004,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1020,197,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX197,Fran,Franchise,12/2/2004,12/31/1999,SAN ANTONIO,TX,Texas,USA,,Central,641,SAN ANTONIO,,Active,1,Southwest,,12/2/2004,Operational,Domestic,DomesticFranchise,SAN ANTONIO,5/8/2019,5/8/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1664,842,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX842,Fran,Franchise,3/26/2015,12/31/1999,SAN ANTONIO,TX,Texas,USA,,Central,641,SAN ANTONIO,,Active,1,Southwest,,3/26/2015,Operational,Domestic,DomesticFranchise,SAN ANTONIO,5/8/2019,5/8/2019,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1059,236,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX236,Fran,Franchise,7/18/2005,12/31/1999,SAN MARCOS,TX,Texas,USA,,Central,635,AUSTIN,,Active,1,Southwest,,7/18/2005,Operational,Domestic,DomesticFranchise,AUSTIN,11/13/2018,11/12/2018,9/27/2020,Original,7/20/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
992,169,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX169,Fran,Franchise,4/5/2004,12/31/1999,PEARLAND,TX,Texas,USA,,Central,618,HOUSTON,,Active,1,Southwest,,4/5/2004,Operational,Domestic,DomesticFranchise,HOUSTON,11/28/2018,11/28/2018,9/27/2020,Original,7/6/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
997,174,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX174,Fran,Franchise,5/17/2004,12/31/1999,HOUSTON,TX,Texas,USA,,Central,618,HOUSTON,,Active,1,Southwest,,5/17/2004,Operational,Domestic,DomesticFranchise,HOUSTON,11/28/2018,11/28/2018,9/27/2020,Original,7/6/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1699,877,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX877,Fran,Franchise,6/23/2015,12/31/1999,HUMBLE,TX,Texas,USA,,Central,618,HOUSTON,,Active,1,Southwest,,6/23/2015,Operational,Domestic,DomesticFranchise,HOUSTON,11/28/2018,11/28/2018,9/27/2020,Original,7/6/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1754,970,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX970,Fran,Franchise,12/28/2005,12/31/1999,HOUSTON,TX,Texas,USA,,Central,618,HOUSTON,,Active,1,Southwest,,10/23/2010,Operational,Domestic,DomesticFranchise,HOUSTON,11/28/2018,11/28/2018,9/27/2020,Original,7/6/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1775,994,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX994,Fran,Franchise,3/23/2004,12/31/1999,HOUSTON,TX,Texas,USA,,Central,618,HOUSTON,,Active,1,Southwest,,3/23/2004,Operational,Domestic,DomesticFranchise,HOUSTON,11/28/2018,8/2/2015,9/27/2020,Original,7/6/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1024,201,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX201,Fran,Franchise,12/30/2004,12/31/1999,LUFKIN,TX,Texas,USA,,Central,709,TYLER-LONGVIEW(LFKN&NCGD),,Active,1,Southwest,,12/30/2004,Operational,Domestic,DomesticFranchise,TYLER-LONGVIEW(LFKN&NCGD),11/13/2019,11/13/2019,9/27/2020,Original,12/30/2004,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1854,1073,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX1073,Fran,Franchise,11/23/2015,12/31/1999,PALESTINE,TX,Texas,USA,,Central,709,TYLER-LONGVIEW(LFKN&NCGD),,Active,1,Southwest,,11/23/2015,Operational,Domestic,DomesticFranchise,TYLER-LONGVIEW(LFKN&NCGD),11/13/2019,11/13/2019,9/27/2020,Original,11/23/2015,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1045,222,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX222,Fran,Franchise,3/14/2005,12/31/1999,FRIENDSWOOD,TX,Texas,USA,,Central,618,HOUSTON,,Active,1,Southwest,,3/14/2005,Operational,Domestic,DomesticFranchise,HOUSTON,11/28/2018,11/28/2018,9/27/2020,Original,7/6/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1057,234,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX234,Fran,Franchise,5/27/2005,12/31/1999,HOUSTON,TX,Texas,USA,,Central,618,HOUSTON,,Active,1,Southwest,,7/5/2005,Operational,Domestic,DomesticFranchise,HOUSTON,11/28/2018,11/28/2018,9/27/2020,Original,7/6/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1881,1100,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX1100,Fran,Franchise,12/27/2015,12/31/1999,BELTON,TX,Texas,USA,,Central,625,WACO-TEMPLE-BRYAN,,Active,1,Southwest,,12/27/2015,Operational,Domestic,DomesticFranchise,WACO-TEMPLE-BRYAN,10/16/2019,10/16/2019,9/27/2020,Original,7/6/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1076,253,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,TX253,Fran,Franchise,10/11/2005,12/31/1999,TEMPLE,TX,Texas,USA,,Central,625,WACO-TEMPLE-BRYAN,,Active,1,Southwest,,10/11/2005,Operational,Domestic,DomesticFranchise,WACO-TEMPLE-BRYAN,10/16/2019,10/16/2019,9/27/2020,Original,7/6/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
1891,1110,2024-02-02T02:06:58.408Z,2024-02-02T02:06:58.408Z,NC1110,Fran,Franchise,10/18/2016,12/31/1999,CHARLOTTE,NC,North Carolina,USA,,Eastern,517,CHARLOTTE,,Active,2,Southeast,,10/18/2016,Operational,Domestic,DomesticFranchise,CHARLOTTE,8/28/2019,8/28/2019,9/27/2020,Original,7/6/2022,2023-06-13T20:38:55.210Z,2024-02-02T02:06:58.408Z
