STORE_NUMBER,OPEN_DATE,MONTH_ORDER,START_DATE,END_DATE,TRANSACTION_FINAL_COUNT,NET_SALES_FINAL_USD_AMOUNT
308,04-07-2006,14,21-04-2020,19-07-2020,19839,432785.50999999983
308,04-07-2006,13,20-07-2020,17-10-2020,20484,444180.66000000003
308,04-07-2006,12,18-10-2020,15-01-2021,20667,439358.8599999999
308,04-07-2006,11,16-01-2021,15-04-2021,21650,464223.39
308,04-07-2006,10,16-04-2021,14-07-2021,22737,492769.6300000001
308,04-07-2006,9,15-07-2021,12-10-2021,23170,488508.7800000001
308,04-07-2006,8,13-10-2021,10-01-2022,20378,435364.2000000001
308,04-07-2006,7,11-01-2022,10-04-2022,21028,451185.02000000014
308,04-07-2006,6,11-04-2022,09-07-2022,21262,455194.61000000004
308,04-07-2006,5,10-07-2022,07-10-2022,24968,530015.18
308,04-07-2006,4,08-10-2022,05-01-2023,24768,552583.9700000001
308,04-07-2006,3,06-01-2023,05-04-2023,24425,579761.6799999998
308,04-07-2006,2,06-04-2023,04-07-2023,22566,538204.9600000002
308,04-07-2006,1,05-07-2023,02-10-2023,25320,600431.5300000003
308,04-07-2006,0,03-10-2023,31-12-2023,28341,664081.1700000002
315,09-08-2006,18,27-04-2019,25-07-2019,18125,353471.1300000001
315,09-08-2006,17,26-07-2019,23-10-2019,18512,365557.09999999986
315,09-08-2006,16,24-10-2019,21-01-2020,18185,366967.46
315,09-08-2006,15,22-01-2020,20-04-2020,17752,386506.26999999996
315,09-08-2006,14,21-04-2020,19-07-2020,19259,447851.14999999997
315,09-08-2006,13,20-07-2020,17-10-2020,21063,457028.1800000001
315,09-08-2006,12,18-10-2020,15-01-2021,19536,448062.00999999995
315,09-08-2006,11,16-01-2021,15-04-2021,15949,376944.7999999998
315,09-08-2006,10,16-04-2021,14-07-2021,16827,396826.98
315,09-08-2006,9,15-07-2021,12-10-2021,16038,378986.13999999984
315,09-08-2006,8,13-10-2021,10-01-2022,16498,397585.49
315,09-08-2006,7,11-01-2022,10-04-2022,16105,392543.0099999999
315,09-08-2006,6,11-04-2022,09-07-2022,12849,292662.9499999999
315,09-08-2006,5,10-07-2022,07-10-2022,12882,280056.18000000005
315,09-08-2006,4,08-10-2022,05-01-2023,12234,270064.82999999996
315,09-08-2006,3,06-01-2023,05-04-2023,12916,300670.29
315,09-08-2006,2,06-04-2023,04-07-2023,12687,299837.2099999999
315,09-08-2006,1,05-07-2023,02-10-2023,13090,304668.31999999995
315,09-08-2006,0,03-10-2023,31-12-2023,13947,326799.36999999994
320,06-11-2006,18,27-04-2019,25-07-2019,12097,203702.75000000006
320,06-11-2006,17,26-07-2019,23-10-2019,13652,229012.08000000005
320,06-11-2006,16,24-10-2019,21-01-2020,12850,224111.26
320,06-11-2006,15,22-01-2020,20-04-2020,14110,264738.1099999999
320,06-11-2006,14,21-04-2020,19-07-2020,14932,300751.54
320,06-11-2006,13,20-07-2020,17-10-2020,14450,277064.5600000001
320,06-11-2006,12,18-10-2020,15-01-2021,12930,255065.83000000002
320,06-11-2006,11,16-01-2021,15-04-2021,14018,279894.96
320,06-11-2006,10,16-04-2021,14-07-2021,13812,275214.06
320,06-11-2006,9,15-07-2021,12-10-2021,14087,283565.4800000001
320,06-11-2006,8,13-10-2021,10-01-2022,12788,265650.5399999999
320,06-11-2006,7,11-01-2022,10-04-2022,13163,283982.5599999999
320,06-11-2006,6,11-04-2022,09-07-2022,11896,247284.36999999997
320,06-11-2006,5,10-07-2022,07-10-2022,14018,285121.15
320,06-11-2006,4,08-10-2022,05-01-2023,14042,284001.39000000013
320,06-11-2006,3,06-01-2023,05-04-2023,15646,328152.5899999999
320,06-11-2006,2,06-04-2023,04-07-2023,14676,304938.50999999995
320,06-11-2006,1,05-07-2023,02-10-2023,17597,361213.05000000005
320,06-11-2006,0,03-10-2023,31-12-2023,18648,381812.7599999999
323,10-11-2006,18,27-04-2019,25-07-2019,8669,169933.19999999995
323,10-11-2006,17,26-07-2019,23-10-2019,9044,179402.15999999997
323,10-11-2006,16,24-10-2019,21-01-2020,8449,172377.19
323,10-11-2006,15,22-01-2020,20-04-2020,7919,173953.67999999996
323,10-11-2006,14,21-04-2020,19-07-2020,8812,213040.93000000002
323,10-11-2006,13,20-07-2020,17-10-2020,9191,212672.60000000006
323,10-11-2006,12,18-10-2020,15-01-2021,8569,201692.26999999996
323,10-11-2006,11,16-01-2021,15-04-2021,9592,230260.76000000004
323,10-11-2006,10,16-04-2021,14-07-2021,10153,236610.06000000003
323,10-11-2006,9,15-07-2021,12-10-2021,10324,242409.92000000007
323,10-11-2006,8,13-10-2021,10-01-2022,8295,200026.30000000002
323,10-11-2006,7,11-01-2022,10-04-2022,7900,191313.76
323,10-11-2006,6,11-04-2022,09-07-2022,7758,184252.04999999993
323,10-11-2006,5,10-07-2022,07-10-2022,10107,232371.14000000004
323,10-11-2006,4,08-10-2022,05-01-2023,9719,223092.56
323,10-11-2006,3,06-01-2023,05-04-2023,9590,222809.61999999994
323,10-11-2006,2,06-04-2023,04-07-2023,9644,225537.16999999995
323,10-11-2006,1,05-07-2023,02-10-2023,10585,239956.62999999998
323,10-11-2006,0,03-10-2023,31-12-2023,11684,266302.3199999999
340,07-02-2008,18,27-04-2019,25-07-2019,21967,475503.5400000001
340,07-02-2008,17,26-07-2019,23-10-2019,22451,485496.7800000001
340,07-02-2008,16,24-10-2019,21-01-2020,21711,483029.73000000004
340,07-02-2008,15,22-01-2020,20-04-2020,21621,514517.1699999999
340,07-02-2008,14,21-04-2020,19-07-2020,23640,597254.62
340,07-02-2008,13,20-07-2020,17-10-2020,22819,553925.78
340,07-02-2008,12,18-10-2020,15-01-2021,21654,536435.34
340,07-02-2008,11,16-01-2021,15-04-2021,22366,559393.4499999998
340,07-02-2008,10,16-04-2021,14-07-2021,23729,578743.34
340,07-02-2008,9,15-07-2021,12-10-2021,24510,598859.3599999999
340,07-02-2008,8,13-10-2021,10-01-2022,25359,649387.2900000002
340,07-02-2008,7,11-01-2022,10-04-2022,23630,619747.8
340,07-02-2008,6,11-04-2022,09-07-2022,23326,594862.4999999999
340,07-02-2008,5,10-07-2022,07-10-2022,25571,631590.8999999999
340,07-02-2008,4,08-10-2022,05-01-2023,26772,660214.8099999999
340,07-02-2008,3,06-01-2023,05-04-2023,27590,684645.3400000001
340,07-02-2008,2,06-04-2023,04-07-2023,26803,665334.0
340,07-02-2008,1,05-07-2023,02-10-2023,28335,700724.2
340,07-02-2008,0,03-10-2023,31-12-2023,29584,727102.2800000004
345,01-05-2007,18,27-04-2019,25-07-2019,18016,368633.5800000001
345,01-05-2007,17,26-07-2019,23-10-2019,19214,397421.2100000001
345,01-05-2007,16,24-10-2019,21-01-2020,17130,355464.2700000001
345,01-05-2007,15,22-01-2020,20-04-2020,17219,381347.17999999993
345,01-05-2007,14,21-04-2020,19-07-2020,18977,455432.4499999999
345,01-05-2007,13,20-07-2020,17-10-2020,18504,434150.41999999987
345,01-05-2007,12,18-10-2020,15-01-2021,18843,442069.17
345,01-05-2007,11,16-01-2021,15-04-2021,19313,451857.33999999997
345,01-05-2007,10,16-04-2021,14-07-2021,18491,421942.0700000001
345,01-05-2007,9,15-07-2021,12-10-2021,16965,392726.12000000005
345,01-05-2007,8,13-10-2021,10-01-2022,16549,396351.43
345,01-05-2007,7,11-01-2022,10-04-2022,15102,377513.18000000005
345,01-05-2007,6,11-04-2022,09-07-2022,15006,365468.27
345,01-05-2007,5,10-07-2022,07-10-2022,17372,420251.81000000006
345,01-05-2007,4,08-10-2022,05-01-2023,17202,424282.59000000014
345,01-05-2007,3,06-01-2023,05-04-2023,16687,433495.73000000016
345,01-05-2007,2,06-04-2023,04-07-2023,16819,420597.5899999999
345,01-05-2007,1,05-07-2023,02-10-2023,17901,444136.37999999983
345,01-05-2007,0,03-10-2023,31-12-2023,18590,461268.1800000001
353,05-09-2007,18,27-04-2019,25-07-2019,12884,201756.89000000007
353,05-09-2007,17,26-07-2019,23-10-2019,14763,233134.46999999997
353,05-09-2007,16,24-10-2019,21-01-2020,13042,211416.6
353,05-09-2007,15,22-01-2020,20-04-2020,13461,235904.56000000006
353,05-09-2007,14,21-04-2020,19-07-2020,13366,263098.06999999995
353,05-09-2007,13,20-07-2020,17-10-2020,13501,255311.71000000002
353,05-09-2007,12,18-10-2020,15-01-2021,12948,241506.29999999996
353,05-09-2007,11,16-01-2021,15-04-2021,15281,291902.99
353,05-09-2007,10,16-04-2021,14-07-2021,14221,273534.43000000005
353,05-09-2007,9,15-07-2021,12-10-2021,15435,303037.0199999999
353,05-09-2007,8,13-10-2021,10-01-2022,13997,292345.03
353,05-09-2007,7,11-01-2022,10-04-2022,14844,308110.23
353,05-09-2007,6,11-04-2022,09-07-2022,13340,273654.77999999997
353,05-09-2007,5,10-07-2022,07-10-2022,16696,334506.41
353,05-09-2007,4,08-10-2022,05-01-2023,16914,336093.14999999997
353,05-09-2007,3,06-01-2023,05-04-2023,18703,385721.77000000014
353,05-09-2007,2,06-04-2023,04-07-2023,14600,308262.3400000001
353,05-09-2007,1,05-07-2023,02-10-2023,17839,374387.3899999999
353,05-09-2007,0,03-10-2023,31-12-2023,18259,376311.75
361,26-09-2007,18,27-04-2019,25-07-2019,17664,318315.13999999996
361,26-09-2007,17,26-07-2019,23-10-2019,20771,357265.44999999984
361,26-09-2007,16,24-10-2019,21-01-2020,19268,339535.63
361,26-09-2007,15,22-01-2020,20-04-2020,20969,397904.77
361,26-09-2007,14,21-04-2020,19-07-2020,19286,414928.99
361,26-09-2007,13,20-07-2020,17-10-2020,18646,384455.14
361,26-09-2007,12,18-10-2020,15-01-2021,17830,364719.7499999999
361,26-09-2007,11,16-01-2021,15-04-2021,20617,428619.32999999984
361,26-09-2007,10,16-04-2021,14-07-2021,17822,367876.25000000006
361,26-09-2007,9,15-07-2021,12-10-2021,19899,411150.29
361,26-09-2007,8,13-10-2021,10-01-2022,18080,384228.41
361,26-09-2007,7,11-01-2022,10-04-2022,19160,394453.8900000001
361,26-09-2007,6,11-04-2022,09-07-2022,17756,392369.9799999997
361,26-09-2007,5,10-07-2022,07-10-2022,18993,409439.41000000027
361,26-09-2007,4,08-10-2022,05-01-2023,18894,403265.55000000005
361,26-09-2007,3,06-01-2023,05-04-2023,20886,451926.9699999999
361,26-09-2007,2,06-04-2023,04-07-2023,18556,410841.3699999999
361,26-09-2007,1,05-07-2023,02-10-2023,20458,443183.12000000017
361,26-09-2007,0,03-10-2023,31-12-2023,19781,426324.5999999999
363,10-10-2007,18,27-04-2019,25-07-2019,17650,294915.43999999994
363,10-10-2007,17,26-07-2019,23-10-2019,19549,320167.36999999994
363,10-10-2007,16,24-10-2019,21-01-2020,18321,309249.6100000001
363,10-10-2007,15,22-01-2020,20-04-2020,18670,344603.6400000001
363,10-10-2007,14,21-04-2020,19-07-2020,19707,411349.49000000005
363,10-10-2007,13,20-07-2020,17-10-2020,20936,444606.1099999999
363,10-10-2007,12,18-10-2020,15-01-2021,19159,410956.83
363,10-10-2007,11,16-01-2021,15-04-2021,20304,443653.5199999998
363,10-10-2007,10,16-04-2021,14-07-2021,18355,398538.75
363,10-10-2007,9,15-07-2021,12-10-2021,16213,359711.3199999999
363,10-10-2007,8,13-10-2021,10-01-2022,14280,326557.92000000004
363,10-10-2007,7,11-01-2022,10-04-2022,13242,294768.80999999994
363,10-10-2007,6,11-04-2022,09-07-2022,11576,255508.31000000008
363,10-10-2007,5,10-07-2022,07-10-2022,12999,271545.38
363,10-10-2007,4,08-10-2022,05-01-2023,14461,301106.57000000007
363,10-10-2007,3,06-01-2023,05-04-2023,14447,310281.94999999995
363,10-10-2007,2,06-04-2023,04-07-2023,14381,315825.99000000005
363,10-10-2007,1,05-07-2023,02-10-2023,15984,347297.04000000004
363,10-10-2007,0,03-10-2023,31-12-2023,17492,375057.19
372,07-11-2007,18,27-04-2019,25-07-2019,16572,306149.32999999996
372,07-11-2007,17,26-07-2019,23-10-2019,18351,326754.04999999993
372,07-11-2007,16,24-10-2019,21-01-2020,18148,338988.1300000002
372,07-11-2007,15,22-01-2020,20-04-2020,19517,383463.8900000002
372,07-11-2007,14,21-04-2020,19-07-2020,18506,409748.8599999999
372,07-11-2007,13,20-07-2020,17-10-2020,15769,335143.42000000004
372,07-11-2007,12,18-10-2020,15-01-2021,15545,328938.84
372,07-11-2007,11,16-01-2021,15-04-2021,17828,391364.56999999995
372,07-11-2007,10,16-04-2021,14-07-2021,18418,395880.43999999994
372,07-11-2007,9,15-07-2021,12-10-2021,20362,420235.17999999993
372,07-11-2007,8,13-10-2021,10-01-2022,19107,413767.13
372,07-11-2007,7,11-01-2022,10-04-2022,18288,415875.3
372,07-11-2007,6,11-04-2022,09-07-2022,18393,414843.29
372,07-11-2007,5,10-07-2022,07-10-2022,21095,459186.91000000003
372,07-11-2007,4,08-10-2022,05-01-2023,20132,437533.83999999985
372,07-11-2007,3,06-01-2023,05-04-2023,21762,474552.68
372,07-11-2007,2,06-04-2023,04-07-2023,20176,444630.17
372,07-11-2007,1,05-07-2023,02-10-2023,21310,460235.75
372,07-11-2007,0,03-10-2023,31-12-2023,22458,489947.66
373,19-05-2008,18,27-04-2019,25-07-2019,22941,494785.2399999998
373,19-05-2008,17,26-07-2019,23-10-2019,24051,505926.43
373,19-05-2008,16,24-10-2019,21-01-2020,23466,518272.0400000001
373,19-05-2008,15,22-01-2020,20-04-2020,25757,616434.38
373,19-05-2008,14,21-04-2020,19-07-2020,28576,745365.9600000002
373,19-05-2008,13,20-07-2020,17-10-2020,25685,647598.3499999997
373,19-05-2008,12,18-10-2020,15-01-2021,24863,636350.27
373,19-05-2008,11,16-01-2021,15-04-2021,25882,678311.0599999998
373,19-05-2008,10,16-04-2021,14-07-2021,24440,646685.3800000001
373,19-05-2008,9,15-07-2021,12-10-2021,23938,635442.4600000003
373,19-05-2008,8,13-10-2021,10-01-2022,23030,624396.0700000001
373,19-05-2008,7,11-01-2022,10-04-2022,23776,643666.6
373,19-05-2008,6,11-04-2022,09-07-2022,24145,620540.1300000001
373,19-05-2008,5,10-07-2022,07-10-2022,23385,603174.4800000002
373,19-05-2008,4,08-10-2022,05-01-2023,24641,634299.0199999998
373,19-05-2008,3,06-01-2023,05-04-2023,26717,714284.0200000001
373,19-05-2008,2,06-04-2023,04-07-2023,26158,687717.0700000002
373,19-05-2008,1,05-07-2023,02-10-2023,28714,751974.5
373,19-05-2008,0,03-10-2023,31-12-2023,30602,803866.8600000002
376,05-03-2008,18,27-04-2019,25-07-2019,9355,158316.15
376,05-03-2008,17,26-07-2019,23-10-2019,8641,146472.88
376,05-03-2008,16,24-10-2019,21-01-2020,8347,147575.52000000008
376,05-03-2008,15,22-01-2020,20-04-2020,10842,198952.64000000004
376,05-03-2008,14,21-04-2020,19-07-2020,13265,244403.54999999993
376,05-03-2008,13,20-07-2020,17-10-2020,14648,261002.25999999986
376,05-03-2008,12,18-10-2020,15-01-2021,15518,288554.6400000001
376,05-03-2008,11,16-01-2021,15-04-2021,13912,257122.96999999997
376,05-03-2008,10,16-04-2021,14-07-2021,14707,267449.07
376,05-03-2008,9,15-07-2021,12-10-2021,15817,285103.9599999999
376,05-03-2008,8,13-10-2021,10-01-2022,16554,319904.5999999999
376,05-03-2008,7,11-01-2022,10-04-2022,15973,316935.82
376,05-03-2008,6,11-04-2022,09-07-2022,17014,323853.48000000004
376,05-03-2008,5,10-07-2022,07-10-2022,18007,337448.1500000001
376,05-03-2008,4,08-10-2022,05-01-2023,18063,346787.85999999987
376,05-03-2008,3,06-01-2023,05-04-2023,19562,394690.83
376,05-03-2008,2,06-04-2023,04-07-2023,20125,393299.07999999996
376,05-03-2008,1,05-07-2023,02-10-2023,20880,412225.8400000001
376,05-03-2008,0,03-10-2023,31-12-2023,21215,430984.15999999986
380,19-12-2007,18,27-04-2019,25-07-2019,29015,667902.3499999997
380,19-12-2007,17,26-07-2019,23-10-2019,28671,662133.5799999998
380,19-12-2007,16,24-10-2019,21-01-2020,27785,658878.1000000001
380,19-12-2007,15,22-01-2020,20-04-2020,30448,777046.8200000002
380,19-12-2007,14,21-04-2020,19-07-2020,33006,897554.9199999998
380,19-12-2007,13,20-07-2020,17-10-2020,30182,819127.66
380,19-12-2007,12,18-10-2020,15-01-2021,28275,761390.2999999999
380,19-12-2007,11,16-01-2021,15-04-2021,29295,805264.2900000002
380,19-12-2007,10,16-04-2021,14-07-2021,28544,783075.1099999999
380,19-12-2007,9,15-07-2021,12-10-2021,31508,875136.0699999997
380,19-12-2007,8,13-10-2021,10-01-2022,31026,884073.4599999997
380,19-12-2007,7,11-01-2022,10-04-2022,31019,907160.91
380,19-12-2007,6,11-04-2022,09-07-2022,33283,952801.3199999998
380,19-12-2007,5,10-07-2022,07-10-2022,35338,1002007.06
380,19-12-2007,4,08-10-2022,05-01-2023,35599,983271.8300000003
380,19-12-2007,3,06-01-2023,05-04-2023,37254,1060647.5699999998
380,19-12-2007,2,06-04-2023,04-07-2023,31061,855126.0900000002
380,19-12-2007,1,05-07-2023,02-10-2023,31346,847519.3400000002
380,19-12-2007,0,03-10-2023,31-12-2023,31072,827816.4000000001
386,23-03-2008,18,27-04-2019,25-07-2019,18781,324245.19999999995
386,23-03-2008,17,26-07-2019,23-10-2019,19042,329334.25
386,23-03-2008,16,24-10-2019,21-01-2020,19124,336237.9500000001
386,23-03-2008,15,22-01-2020,20-04-2020,16824,340041.06999999995
386,23-03-2008,14,21-04-2020,19-07-2020,16337,369144.92999999993
386,23-03-2008,13,20-07-2020,17-10-2020,17186,373391.88
386,23-03-2008,12,18-10-2020,15-01-2021,17380,375975.52999999997
386,23-03-2008,11,16-01-2021,15-04-2021,17738,383022.8900000001
386,23-03-2008,10,16-04-2021,14-07-2021,18114,388788.77000000014
386,23-03-2008,9,15-07-2021,12-10-2021,17775,385810.99
386,23-03-2008,8,13-10-2021,10-01-2022,16861,376981.08999999997
386,23-03-2008,7,11-01-2022,10-04-2022,15583,346251.73999999993
386,23-03-2008,6,11-04-2022,09-07-2022,14855,325913.95999999996
386,23-03-2008,5,10-07-2022,07-10-2022,16468,354075.4800000002
386,23-03-2008,4,08-10-2022,05-01-2023,16651,354573.4599999998
386,23-03-2008,3,06-01-2023,05-04-2023,17191,393655.18
386,23-03-2008,2,06-04-2023,04-07-2023,17226,391269.01999999996
386,23-03-2008,1,05-07-2023,02-10-2023,19345,436642.40000000014
386,23-03-2008,0,03-10-2023,31-12-2023,20568,466593.19
387,21-08-2008,18,27-04-2019,25-07-2019,23544,434367.81
387,21-08-2008,17,26-07-2019,23-10-2019,23823,434407.9699999999
387,21-08-2008,16,24-10-2019,21-01-2020,23709,428452.16000000015
387,21-08-2008,15,22-01-2020,20-04-2020,24674,489887.21
387,21-08-2008,14,21-04-2020,19-07-2020,25236,571473.16
387,21-08-2008,13,20-07-2020,17-10-2020,25637,567323.9900000002
387,21-08-2008,12,18-10-2020,15-01-2021,23512,526491.9199999999
387,21-08-2008,11,16-01-2021,15-04-2021,25792,582806.5700000001
387,21-08-2008,10,16-04-2021,14-07-2021,24482,550602.3499999999
387,21-08-2008,9,15-07-2021,12-10-2021,23009,509135.32999999996
387,21-08-2008,8,13-10-2021,10-01-2022,22429,524006.39999999985
387,21-08-2008,7,11-01-2022,10-04-2022,22433,530718.7699999996
387,21-08-2008,6,11-04-2022,09-07-2022,22880,523419.26999999996
387,21-08-2008,5,10-07-2022,07-10-2022,24180,552424.8899999994
387,21-08-2008,4,08-10-2022,05-01-2023,24904,555520.9500000001
387,21-08-2008,3,06-01-2023,05-04-2023,26563,616960.9699999999
387,21-08-2008,2,06-04-2023,04-07-2023,24809,570029.7299999999
387,21-08-2008,1,05-07-2023,02-10-2023,26252,616613.86
387,21-08-2008,0,03-10-2023,31-12-2023,28331,683699.6500000001
389,17-12-2008,18,27-04-2019,25-07-2019,21346,355482.1600000001
389,17-12-2008,17,26-07-2019,23-10-2019,19735,315217.29000000004
389,17-12-2008,16,24-10-2019,21-01-2020,18407,296053.21
389,17-12-2008,15,22-01-2020,20-04-2020,19997,349795.33
389,17-12-2008,14,21-04-2020,19-07-2020,20818,390988.0400000001
389,17-12-2008,13,20-07-2020,17-10-2020,21102,399896.8299999999
389,17-12-2008,12,18-10-2020,15-01-2021,21495,395161.23000000004
389,17-12-2008,11,16-01-2021,15-04-2021,24001,452710.3699999998
389,17-12-2008,10,16-04-2021,14-07-2021,27198,525359.7600000001
389,17-12-2008,9,15-07-2021,12-10-2021,22845,461280.1700000001
389,17-12-2008,8,13-10-2021,10-01-2022,22980,465420.1700000002
389,17-12-2008,7,11-01-2022,10-04-2022,22589,469330.57
389,17-12-2008,6,11-04-2022,09-07-2022,22238,460160.7800000002
389,17-12-2008,5,10-07-2022,07-10-2022,23331,482232.3200000001
389,17-12-2008,4,08-10-2022,05-01-2023,21269,430918.88000000024
389,17-12-2008,3,06-01-2023,05-04-2023,26501,550812.9800000002
389,17-12-2008,2,06-04-2023,04-07-2023,27172,586519.8700000002
389,17-12-2008,1,05-07-2023,02-10-2023,26458,575014.7000000001
389,17-12-2008,0,03-10-2023,31-12-2023,26121,554280.9700000001
391,08-05-2008,18,27-04-2019,25-07-2019,24139,482422.4199999997
391,08-05-2008,17,26-07-2019,23-10-2019,23997,472117.64
391,08-05-2008,16,24-10-2019,21-01-2020,23619,475071.40999999986
391,08-05-2008,15,22-01-2020,20-04-2020,24092,516398.12000000005
391,08-05-2008,14,21-04-2020,19-07-2020,21767,511842.11000000004
391,08-05-2008,13,20-07-2020,17-10-2020,20955,458138.89999999997
391,08-05-2008,12,18-10-2020,15-01-2021,20668,455068.43999999994
391,08-05-2008,11,16-01-2021,15-04-2021,20724,479937.0700000002
391,08-05-2008,10,16-04-2021,14-07-2021,22019,512971.01000000007
391,08-05-2008,9,15-07-2021,12-10-2021,20661,480552.24999999977
391,08-05-2008,8,13-10-2021,10-01-2022,19236,467764.19999999995
391,08-05-2008,7,11-01-2022,10-04-2022,18525,461140.90999999974
391,08-05-2008,6,11-04-2022,09-07-2022,21014,497809.02000000014
391,08-05-2008,5,10-07-2022,07-10-2022,24693,565836.9900000001
391,08-05-2008,4,08-10-2022,05-01-2023,25663,581881.1799999999
391,08-05-2008,3,06-01-2023,05-04-2023,26947,632062.4999999999
391,08-05-2008,2,06-04-2023,04-07-2023,26795,626669.2799999998
391,08-05-2008,1,05-07-2023,02-10-2023,28086,647099.6000000002
391,08-05-2008,0,03-10-2023,31-12-2023,29083,672711.49
392,08-02-2006,18,27-04-2019,25-07-2019,20668,378625.27000000014
392,08-02-2006,17,26-07-2019,23-10-2019,21557,392786.67999999993
392,08-02-2006,16,24-10-2019,21-01-2020,21478,397066.47000000003
392,08-02-2006,15,22-01-2020,20-04-2020,21742,437510.56
392,08-02-2006,14,21-04-2020,19-07-2020,22326,490237.8800000001
392,08-02-2006,13,20-07-2020,17-10-2020,23582,511896.06999999983
392,08-02-2006,12,18-10-2020,15-01-2021,23223,503113.00999999995
392,08-02-2006,11,16-01-2021,15-04-2021,24311,528790.78
392,08-02-2006,10,16-04-2021,14-07-2021,23140,515910.53
392,08-02-2006,9,15-07-2021,12-10-2021,21955,498157.8500000002
392,08-02-2006,8,13-10-2021,10-01-2022,21251,508864.47
392,08-02-2006,7,11-01-2022,10-04-2022,19977,490817.22000000003
392,08-02-2006,6,11-04-2022,09-07-2022,20759,487063.2800000001
392,08-02-2006,5,10-07-2022,07-10-2022,23069,539718.24
392,08-02-2006,4,08-10-2022,05-01-2023,23675,560160.48
392,08-02-2006,3,06-01-2023,05-04-2023,24562,608830.91
392,08-02-2006,2,06-04-2023,04-07-2023,23252,577432.23
392,08-02-2006,1,05-07-2023,02-10-2023,24345,604051.5199999998
392,08-02-2006,0,03-10-2023,31-12-2023,26120,646709.3700000002
407,27-12-2008,18,27-04-2019,25-07-2019,22901,437541.7900000001
407,27-12-2008,17,26-07-2019,23-10-2019,23220,432794.68000000005
407,27-12-2008,16,24-10-2019,21-01-2020,23600,452129.18000000005
407,27-12-2008,15,22-01-2020,20-04-2020,22636,462662.3600000001
407,27-12-2008,14,21-04-2020,19-07-2020,19329,450088.3999999999
407,27-12-2008,13,20-07-2020,17-10-2020,16083,363434.1400000001
407,27-12-2008,12,18-10-2020,15-01-2021,15430,346679.69999999995
407,27-12-2008,11,16-01-2021,15-04-2021,16439,375275.18000000017
407,27-12-2008,10,16-04-2021,14-07-2021,17763,398043.6299999999
407,27-12-2008,9,15-07-2021,12-10-2021,18226,402811.41
407,27-12-2008,8,13-10-2021,10-01-2022,18187,423111.21999999986
407,27-12-2008,7,11-01-2022,10-04-2022,18215,439223.1
407,27-12-2008,6,11-04-2022,09-07-2022,17957,428813.97000000015
407,27-12-2008,5,10-07-2022,07-10-2022,18513,420344.92999999993
407,27-12-2008,4,08-10-2022,05-01-2023,18669,422010.87999999995
407,27-12-2008,3,06-01-2023,05-04-2023,20888,479519.75999999995
407,27-12-2008,2,06-04-2023,04-07-2023,21130,484839.3699999999
407,27-12-2008,1,05-07-2023,02-10-2023,23280,524714.3299999998
407,27-12-2008,0,03-10-2023,31-12-2023,24576,555723.9
411,15-07-2008,18,27-04-2019,25-07-2019,13797,304527.7199999998
411,15-07-2008,17,26-07-2019,23-10-2019,15471,343288.40000000014
411,15-07-2008,16,24-10-2019,21-01-2020,14061,318834.3499999998
411,15-07-2008,15,22-01-2020,20-04-2020,15125,367854.65
411,15-07-2008,14,21-04-2020,19-07-2020,17154,442253.69999999995
411,15-07-2008,13,20-07-2020,17-10-2020,17064,429600.7399999998
411,15-07-2008,12,18-10-2020,15-01-2021,16219,414752.23999999993
411,15-07-2008,11,16-01-2021,15-04-2021,16175,419063.3800000001
411,15-07-2008,10,16-04-2021,14-07-2021,18047,471131.35
411,15-07-2008,9,15-07-2021,12-10-2021,17436,456277.27
411,15-07-2008,8,13-10-2021,10-01-2022,15953,436094.01999999996
411,15-07-2008,7,11-01-2022,10-04-2022,15495,427187.2199999999
411,15-07-2008,6,11-04-2022,09-07-2022,16716,444288.89000000025
411,15-07-2008,5,10-07-2022,07-10-2022,17778,476947.5299999999
411,15-07-2008,4,08-10-2022,05-01-2023,18394,481727.3799999999
411,15-07-2008,3,06-01-2023,05-04-2023,19122,502980.69999999995
411,15-07-2008,2,06-04-2023,04-07-2023,19003,501196.9200000002
411,15-07-2008,1,05-07-2023,02-10-2023,20465,545302.2499999999
411,15-07-2008,0,03-10-2023,31-12-2023,19514,511450.6800000001
424,30-07-2008,18,27-04-2019,25-07-2019,19993,386859.1100000001
424,30-07-2008,17,26-07-2019,23-10-2019,20753,404175.54000000015
424,30-07-2008,16,24-10-2019,21-01-2020,20213,402223.8500000002
424,30-07-2008,15,22-01-2020,20-04-2020,16120,336693.6699999999
424,30-07-2008,14,21-04-2020,19-07-2020,15398,348650.4500000001
424,30-07-2008,13,20-07-2020,17-10-2020,17986,385872.58
424,30-07-2008,12,18-10-2020,15-01-2021,17158,384240.0000000001
424,30-07-2008,11,16-01-2021,15-04-2021,16663,372456.88000000006
424,30-07-2008,10,16-04-2021,14-07-2021,16527,364833.0000000002
424,30-07-2008,9,15-07-2021,12-10-2021,16522,370091.55000000016
424,30-07-2008,8,13-10-2021,10-01-2022,16675,386575.31999999995
424,30-07-2008,7,11-01-2022,10-04-2022,15107,383018.3099999999
424,30-07-2008,6,11-04-2022,09-07-2022,14900,369491.94
424,30-07-2008,5,10-07-2022,07-10-2022,15055,373250.3600000001
424,30-07-2008,4,08-10-2022,05-01-2023,14947,350319.78
424,30-07-2008,3,06-01-2023,05-04-2023,14003,338728.69999999995
424,30-07-2008,2,06-04-2023,04-07-2023,14064,335244.9000000002
424,30-07-2008,1,05-07-2023,02-10-2023,15901,377882.1000000001
